gene_id,Old-1,Old-2,Old-3,Young-1,Young-2,Young-3
OSER1-DT,31,0,0,0,0,21
OSER1,2,1,457,1636,3,414
LOC124904909,0,0,0,0,0,0
JPH2,0,0,17,15,0,0
RN7SL443P,0,0,147,101,0,0
TOX2,937,926,3058,1236,607,356
LINC01728,0,0,0,0,0,0
LOC124904908,0,0,0,0,0,0
LOC124904907,0,0,0,0,0,0
LOC105372625,0,0,0,0,0,0
RNU6-639P,0,0,0,0,0,0
LOC101927200,0,0,0,0,0,0
GTSF1L,0,0,0,0,0,0
MYBL2,184,458,1026,493,5,141
LOC124904906,0,0,0,0,0,0
RPL27AP,0,0,0,0,0,0
IFT52,5,0,338,891,6,4
SGK2,0,0,0,0,0,0
LOC107985380,0,0,0,10,2,6
L3MBTL1,0,1,58,1,0,9
RNU6-1251P,0,0,0,0,0,0
SRSF6,356,135,185,2040,93,61
EIF4EBP2P1,0,0,0,0,0,1
RNU6-743P,0,0,0,0,0,0
LOC124900461,0,0,0,0,0,77
PPIAP21,0,0,0,0,1,0
RN7SL666P,0,0,0,0,0,0
PTPRT-DT,377,358,779,967,264,253
RN7SKP100,0,0,0,0,0,0
PTPRT-AS1,0,0,0,0,0,0
LOC105372623,0,0,0,0,0,0
LOC124904981,0,0,0,0,0,0
LOC101927159,0,0,0,1,0,0
LOC105372624,0,0,0,0,0,0
PTPRT,245,76,134,355,0,2
LOC105372622,0,0,0,0,0,0
LOC643172,9,1,5,0,0,0
LOC101927182,0,0,0,1,0,1
LOC124900463,0,0,0,0,0,0
LOC124904905,0,0,0,0,0,0
RNU6-1018P,0,0,0,0,0,0
RPL12P11,0,0,0,0,0,0
LOC124904904,75,34,7,0,1,0
CHD6,1435,764,2949,402,127,507
LOC100419859,0,0,0,0,0,0
LOC124904985,0,0,0,0,0,0
EMILIN3,0,0,0,0,0,0
LPIN3,0,0,0,0,0,2
ADI1P1,1,0,0,1,0,59
RN7SL615P,0,0,0,0,0,0
RPL23AP81,0,0,0,0,0,0
ZHX3,15027,7828,20728,25215,2510,2767
MIR6871,0,0,0,0,0,0
PLCG1,0,20,14,303,0,0
LOC124904903,0,0,6,0,0,0
PLCG1-AS1,0,0,0,0,0,39
TOP1,3588,4291,8524,691,1815,2452
RNU2-52P,0,0,0,0,0,0
LOC105372621,0,0,0,0,0,0
LOC100128988,0,0,0,0,0,0
RNA5SP484,0,0,0,0,0,0
SNORD154,0,0,0,0,0,0
LOC101927098,0,0,0,0,0,0
MAFB,0,0,0,0,0,0
LOC105372620,0,0,0,0,0,0
LOC107985435,0,0,0,0,0,0
LOC102724968,0,15,0,0,1,0
LOC105372618,0,0,0,0,0,0
LOC105372617,0,0,0,0,0,0
LOC105372616,0,0,0,0,0,0
LINC01370,0,0,0,0,0,0
HSPE1P1,0,0,0,0,0,0
LOC105372613,0,0,0,0,0,0
LOC105372614,0,0,0,0,0,0
LOC102724950,0,0,0,0,0,0
RN7SL680P,0,0,0,0,0,0
ATG3P1,0,0,0,0,0,0
LINC01734,0,0,0,0,0,0
LOC107985448,107,104,64,147,2,2
NPM1P19,11,23,14,22,5,3
DHX35,0,0,0,0,0,0
FAM83D,6,1,0,3,0,0
RN7SL116P,0,0,0,0,0,0
PPP1R16B,24,0,0,0,9,0
LOC124904902,0,0,0,0,0,0
RN7SKP173,0,0,0,0,0,0
ACTR5,0,0,0,10,0,0
SLC32A1,0,0,0,0,0,0
LOC391247,12,7,9,1,35,12
ARHGAP40,0,0,0,453,0,0
ADIG,0,0,0,0,0,0
RPS3P2,0,0,0,0,0,0
MIR548O2,0,0,0,0,0,0
RALGAPB,322,622,1429,712,175,96
SNORA60,0,0,0,0,0,0
SNORA71E,0,0,0,0,0,0
SNHG11,0,0,0,0,0,0
LOC124904975,0,0,0,0,0,0
SNORA71D,0,0,0,0,2,0
LOC124904958,0,0,0,0,0,0
SNORA71C,0,0,0,0,0,0
SNORA71A,0,0,0,0,0,0
SNORA71B,0,0,0,0,0,0
LOC124904974,0,0,0,0,0,0
SNHG17,76,149,102,19,240,0
LOC124904901,0,0,0,0,0,0
LBP,0,0,0,0,0,0
BPI,0,0,0,0,0,0
LOC149684,0,0,0,0,0,0
LOC124904900,0,0,0,0,0,0
KIAA1755,0,0,0,0,0,0
TGM2,0,0,0,0,1,0
LOC124904899,0,0,0,0,0,0
RN7SL237P,0,0,0,0,0,0
LOC124904897,0,0,0,0,0,0
LOC124904898,0,0,0,0,0,0
RPRD1B,97,0,17,0,100,0
TTI1,225,160,374,779,57,161
RN7SKP185,0,0,0,0,0,0
VSTM2L,0,0,0,0,0,0
LOC124904896,0,0,0,0,292,0
LOC124904895,0,1,0,0,0,0
CTNNBL1,321,399,429,808,0,446
LOC105372609,0,0,0,0,0,0
LOC100287792,2,0,0,7,0,7
LINC00489,0,0,0,0,0,0
GLRXP1,1,0,0,0,0,0
LINC01746,0,0,0,0,0,0
PPIAP3,0,1,0,0,4,1
NNAT,0,0,0,0,0,0
BLCAP,4328,9611,6553,2204,3710,1133
RPL7AP14,0,0,0,0,0,0
SRC,2,0,0,0,0,0
LOC105372606,0,0,0,0,0,0
MANBAL,0,0,0,0,0,19
GHRH,11,0,0,0,0,0
RPN2,1547,853,2262,271,12,176
LOC100419562,0,0,0,0,0,0
MROH8,4,1,0,4,1,0
RPS27AP3,4,0,1,0,0,1
RPS3AP3,0,0,0,0,0,0
RBL1,192,5,14,1,4,67
SAMHD1,981,1146,2751,2636,1402,1222
TLDC2,0,0,0,0,0,0
RN7SL156P,0,0,0,0,0,0
SOGA1,3,37,1,70,73,90
LOC124904894,0,0,0,0,0,0
DSN1,645,508,1236,1847,3,258
NDRG3,386,2080,615,888,973,404
HNRNPA3P2,0,0,0,0,0,0
SLA2,286,237,0,16,0,6
RAB5IF,165,37,36,39,202,10
TGIF2-RAB5IF,0,0,0,0,0,0
TGIF2,322,750,534,388,470,119
MYL9,0,0,0,0,0,1
DLGAP4-AS1,0,0,0,0,0,0
DLGAP4,350,45,185,140,82,35
AAR2,58,0,2,94,0,1
LOC105372602,0,0,0,0,0,0
LOC124904892,0,0,0,0,0,0
LOC124904893,0,0,0,0,0,0
EPB41L1-AS1,0,0,0,0,0,0
LOC124904977,0,0,0,0,0,0
EPB41L1,1,110,79,1,0,0
HMGB3P2,2,0,1,0,0,2
NORAD,0,0,0,0,0,0
LOC124904982,0,0,0,2,0,0
CNBD2,109,0,0,3,1,1
SCAND1,458,1,2,574,0,1
RNU6-937P,0,0,0,0,0,0
RNU4-40P,2,0,0,0,0,5
HIGD1AP16,1,3,0,2,0,1
COX7BP2,0,1,3,2,0,11
PHF20,1521,348,1796,721,489,413
LOC124904972,0,0,0,0,0,0
RPF2P1,0,0,1,7,0,1
LOC124904980,0,0,0,0,0,0
RBM39,3456,2004,7766,780,107,899
ROMO1,0,84,91,44,0,0
NFS1,15,16,643,228,96,1
RBM12,254,177,658,347,4,214
RNU6-759P,0,0,0,0,0,0
RN7SKP271,0,0,0,0,0,0
CPNE1,0,215,155,379,1,1
SPAG4,0,0,0,0,0,0
LOC124904891,0,0,0,0,0,0
RPL37P1,0,0,0,0,0,0
FER1L4,1,0,4,0,2,0
RPL36P4,0,0,0,1,0,0
ERGIC3,24,48,1,138,1,3
C20orf173,0,0,0,0,0,0
CEP250-AS1,0,0,0,0,0,0
CEP250,492,71,585,625,25,8
MIR1289-1,0,0,0,0,0,0
GDF5,0,0,0,0,0,2
GDF5-AS1,0,0,0,0,0,0
UQCC1,3,0,0,0,331,0
FAM83C,0,0,0,0,0,0
FAM83C-AS1,0,0,0,0,0,0
EIF6,272,0,1,191,0,1
MMP24OS,16,0,0,11,0,0
MMP24,19,1,1,3,0,10
MT1P3,0,1,0,0,2,0
RNA5SP483,0,0,0,0,0,0
PROCR,0,0,0,0,0,0
LOC124900460,4,0,0,0,0,0
EDEM2,0,0,0,0,0,0
MMP24-AS1-EDEM2,0,0,0,46,0,0
RNU6-407P,0,0,0,0,0,0
TRPC4AP,920,65,473,628,448,162
MIR499B,0,0,0,0,0,0
MIR499A,0,0,0,0,0,0
MYH7B,5,0,0,0,0,0
GSS,0,181,18,411,1,0
ACSS2,2,0,57,0,0,0
GGT7,0,136,109,179,0,5
HMGB3P1,5,3,18,0,2,0
NCOA6,1565,1987,3745,1560,1308,620
TP53INP2,243,468,544,247,97,3
LOC105372599,0,0,0,0,0,0
PIGU,330,111,472,1600,1,17
MAP1LC3A,0,0,0,67,0,0
DYNLRB1,106,1,115,293,0,1
FDX1P1,0,1,4,0,0,5
MIR644A,0,0,0,0,0,0
CDC42P1,1,0,1,1,0,2
ITCH,871,623,897,758,861,288
LOC729557,0,0,2,0,0,0
AHCY,6,48,95,390,23,2
XPOTP1,0,23,5,2,28,49
ASIP,0,0,0,0,0,0
RPS2P1,1,0,0,0,0,0
EIF2S2,3484,1838,10298,165,2161,2825
MIR4755,0,0,0,0,0,0
RALY,511,75,653,429,715,293
RALY-AS1,1,0,0,91,0,0
PIGPP3,0,0,0,0,0,0
TPM3P2,2,1,0,0,4,1
CHMP4B,77,76,12,12,0,97
ZNF341-AS1,0,0,0,0,0,0
RPL31P2,2,2,0,5,1,0
ZNF341,0,0,75,0,0,1
LOC124904890,0,0,0,0,0,0
PXMP4,0,0,0,0,0,0
E2F1,24,749,438,759,224,4
ACTL10,0,0,0,0,0,0
C20orf144,0,0,0,0,0,0
NECAB3,0,10,1,0,2,0
CBFA2T2,38,0,184,148,2,26
SNTA1,7,0,5,2,0,1
LOC124904889,1,0,0,1,0,3
CDK5RAP1,151,1,7,1,19,4
BPIFB9P,0,0,0,0,0,0
BPIFB5P,0,1,0,0,0,0
LOC105372594,0,0,0,0,0,0
LOC124904888,0,0,0,0,0,0
BPIFB1,0,0,0,0,0,0
RPL12P3,0,0,0,0,0,0
LOC105372593,0,0,0,0,0,0
BPIFA1,0,0,0,0,0,0
BPIFA3,0,0,0,0,0,0
BPIFA4P,0,0,0,0,0,0
SOCS2P1,0,0,0,0,0,0
BPIFA2,0,0,0,0,0,0
LOC105372714,0,0,0,0,0,0
BPIFB4,0,0,0,0,0,0
BPIFB3,0,0,0,0,0,0
PUDPP3,0,0,0,0,0,0
BPIFB6,0,0,0,0,0,0
BPIFB2,0,0,0,0,0,0
SUN5,1,0,0,0,0,0
LOC124904887,0,0,0,0,0,0
EFCAB8,0,0,0,0,0,0
LOC119746555,19,0,3,0,0,3
MAPRE1,1043,1923,785,1859,1143,878
DNMT3B,1668,647,3109,793,350,8
COMMD7,398,203,1045,169,328,1
BAK1P1,0,0,6,0,0,0
C20orf203,0,0,0,1,17,0
NOL4L-DT,0,0,0,0,0,0
LOC105372592,0,0,0,0,0,0
LOC101929698,0,0,0,0,0,0
LOC124904886,0,0,2,0,2,2
NOL4L,422,587,678,436,317,126
ASXL1,79,673,636,869,407,741
KIF3B,467,600,1154,517,21,633
LOC124904885,0,0,0,0,0,0
MIR1825,0,0,0,0,0,0
LOC124904884,0,0,0,1,1,1
POFUT1,47,0,0,0,45,0
PLAGL2,206,967,517,1543,833,86
TSPY26P,0,0,0,33,0,1
RSL24D1P6,0,0,0,0,0,0
TM9SF4,240,355,476,817,173,133
HCK,9,1,0,0,0,0
RNA5SP482,0,0,0,0,0,0
CCM2L,26,0,305,91,0,0
RNA5SP481,0,0,0,0,0,0
XKR7,1,0,0,0,0,0
PDRG1,1450,835,1687,1227,692,845
RNU1-94P,0,0,0,0,0,0
TTLL9,1,0,136,286,2,0
DUSP15,0,0,0,0,7,0
FOXS1,0,0,0,0,0,0
MYLK2,0,0,0,0,0,0
TPX2,3510,1932,7478,3702,1547,745
ABALON,938,1921,1813,686,1742,653
BCL2L1-AS1,12,1,0,0,1,0
LOC124904883,0,0,0,0,0,0
BCL2L1,0,0,116,66,0,76
COX4I2,55,59,74,206,1,0
MIR3193,0,0,0,0,0,0
ID1,0,0,0,0,0,0
LOC105372588,0,0,0,0,0,0
RNU6-384P,0,0,0,0,0,0
LOC107985416,66,0,0,0,0,0
HM13-AS1,0,0,0,0,0,0
MCTS2,0,0,0,0,0,0
HM13,189,66,7,424,0,0
CD24P3,0,0,0,0,0,0
TRS-AGA7-1,0,0,0,0,0,0
LINC00028,0,0,0,0,0,0
REM1,0,0,0,0,1,0
DEFB124,0,0,0,0,0,0
DEFB123,0,0,0,0,0,0
DEFB122,0,0,0,0,0,0
DEFB121,0,0,0,0,0,0
DEFB119,0,0,0,0,0,0
LOC124900462,0,0,0,0,0,0
DEFB118,5,0,0,0,0,3
DEFB117,0,0,0,0,0,0
RNA5SP480,0,0,0,0,0,0
HAUS6P2,0,0,0,0,0,1
RPL31P3,0,0,0,0,0,0
DEFB116,0,0,0,0,0,0
LOC149935,5,1,6,0,0,0
DKKL1P1,0,0,0,0,0,0
DEFB115,0,0,0,0,0,0
CDC27P5,9,6,22,24,12,2
DUX4L39,0,0,0,1,0,0
PCMTD1P8,1,0,0,0,1,0
DUX4L38,1,0,0,0,0,0
RNA5SP528,0,0,0,0,0,0
LOC124904970,0,0,0,2,0,0
MTCO3P32,0,0,0,0,0,0
MTCO1P32,0,0,0,0,0,0
SOWAHCP3,0,0,0,0,1,0
LOC124904986,0,0,0,0,0,0
ANKRD20A21P,13,2,181,73,4,15
LOC112268265,0,0,0,0,0,0
LOC105379482,0,0,0,0,0,0
LOC107987280,0,0,0,0,0,0
LOC102723636,0,0,0,0,0,0
LOC121676924,0,0,0,123,0,1
LOC105379481,0,0,0,0,0,0
LOC110467526,0,0,0,0,0,0
CDC27P4,7,12,9,29,11,3
LOC110467535,2,2,9,2,1,0
LOC102723618,0,0,0,0,0,0
LOC110467523,0,0,0,0,0,0
MLLT10P1,0,0,0,0,0,0
FRG1BP,346,145,454,244,40,151
FAM242A,0,0,0,0,0,0
LOC124904969,0,0,0,0,0,0
LOC105372586,0,0,0,0,0,0
LOC107985433,0,1,6,0,0,7
LINC01597,0,0,0,0,0,0
CFTRP3,0,0,0,0,0,0
DUX4L37,0,0,0,0,0,0
RNA5SP532,0,0,0,0,0,0
LOC124904968,0,0,0,0,0,0
DUX4L36,0,0,0,0,0,0
CDC27P3,7,4,5,23,10,3
LOC107987278,0,0,0,0,0,0
LOC110467522,0,0,0,0,0,0
CFTRP2,0,0,0,0,0,0
FAM242B,0,0,0,0,0,0
FRG1EP,378,379,45,4,12,153
LOC105379477,0,0,0,0,0,0
DUX4L35,0,0,0,0,0,0
AGGF1P10,0,0,1,0,1,1
RARRES2P11,0,0,0,0,0,0
FRG2EP,0,0,0,0,0,0
DUX4L34,0,0,0,0,0,0
LOC105379476,0,0,0,0,0,0
DUX4L33,0,0,0,0,0,0
PCMTD1P7,1,4,6,3,5,0
DUX4L32,0,0,0,0,0,0
LOC107987277,0,0,0,0,0,0
LOC110467538,1,6,5,0,2,1
LOC110467521,0,0,0,0,0,0
FRG1DP,151,9,132,9,1,37
FRG1CP,651,212,1417,124,319,70
LOC124904967,0,0,0,0,0,0
MIR663A,0,0,0,0,0,0
MIR663AHG,0,0,0,0,0,0
NCOR1P1,1,0,1,1,0,0
BSNDP3,0,0,0,0,0,0
FAM182A,0,3,0,0,0,0
LOC100134868,1,6,2,6,2,1
LINC01733,0,0,0,0,0,0
CFTRP1,0,0,0,0,0,0
BSNDP2,0,0,0,0,0,0
LOC101926935,0,3,0,0,1,0
BSNDP1,0,0,0,0,0,0
FAM182B,0,1,0,1,0,0
LOC105372582,9,5,6,1,1,3
VN1R108P,0,0,0,0,0,0
LOC107985400,0,1,0,1,0,0
ZNF337,335,353,368,370,0,54
MED28P7,0,0,0,0,0,0
RN7SL594P,0,0,0,0,0,0
ZNF337-AS1,0,0,0,0,0,0
NANP,1,0,0,188,1,0
RNU6ATAC17P,0,0,0,0,0,0
NINL,60,2,70,0,0,31
GINS1,36,162,213,952,3,395
LOC105372581,0,0,0,0,0,0
PPIAP2,0,0,3,0,3,8
ABHD12,152,70,200,0,490,48
PYGB,2,0,2,0,2,0
LOC105372579,0,0,0,1,2,0
ENTPD6,0,0,0,12,32,0
LOC101926889,0,0,0,0,0,0
LOC100128078,0,0,0,0,0,0
LOC284798,0,242,0,0,0,0
LOC391239,0,0,1,6,3,1
VSX1,0,0,0,0,0,0
LOC124904882,0,0,0,0,0,0
ACSS1,0,0,0,0,0,0
RNU6-1257P,0,0,0,0,0,0
APMAP,0,0,210,1,195,1
CST7,0,0,0,0,0,0
LINC02967,1,0,0,0,0,0
LOC124904881,0,0,0,0,0,0
LOC107985402,0,0,0,0,0,0
SYNDIG1,0,0,0,0,0,0
GAPDHP53,0,0,0,0,0,0
LOC105372577,0,0,0,0,0,0
RNU1-23P,0,0,0,0,0,0
LINC01721,0,0,0,0,0,0
LOC105372576,10,0,0,0,0,0
LOC107985438,0,0,0,0,1,0
POM121L3P,3,0,0,0,0,0
GGTLC1,7,0,0,0,0,0
CSTP1,0,0,0,0,0,0
CST5,0,0,0,0,0,0
CST2,0,0,0,0,0,0
LOC105372575,0,0,0,0,0,0
LOC107985432,0,0,0,0,0,0
CSTP2,0,0,0,0,0,0
CST1,0,0,0,0,0,0
LOC124904966,0,0,0,0,0,0
LOC105372574,0,0,0,0,0,0
CST2P1,0,0,0,0,0,0
CST4,0,0,0,0,0,0
LOC107985383,0,0,0,0,0,0
LOC124904965,0,0,0,0,0,0
CST3,0,0,0,0,0,0
CST9,0,0,0,0,0,0
CST9LP2,0,0,0,0,0,0
CST9L,0,0,0,0,0,0
CST9LP1,0,0,0,0,0,0
CST13P,0,0,0,0,0,0
CST8,0,0,0,0,0,0
CST12P,0,0,0,0,0,0
CST11,0,0,0,0,0,0
CSTL1,0,0,0,0,0,1
RNA5SP479,0,0,0,0,0,0
NAPB,11,101,0,0,1,2
GZF1,247,136,8,2,1,0
LINC01431,0,0,0,0,0,0
NXT1,462,3,53,1,415,2
LOC105372571,0,0,0,0,7,0
NXT1-AS1,0,0,0,0,0,0
RNA5SP478,0,0,0,0,0,0
LOC100505664,0,0,0,0,0,0
LINC00656,0,0,0,0,0,0
CD93,0,0,0,0,0,0
LOC124904964,0,0,0,0,0,0
THBD,0,0,0,1,0,0
SSTR4,0,0,0,0,0,0
LOC101929707,0,0,0,0,0,0
LOC100419956,0,0,0,0,0,0
LOC107985449,0,0,0,0,0,0
CYB5AP4,0,0,0,0,0,0
LOC105372568,0,0,0,0,0,0
LOC105372567,0,0,0,0,0,0
LOC124904962,0,0,0,0,0,0
KRT18P3,0,0,0,0,0,0
LOC124904963,0,0,0,0,0,0
LINC01747,21,7,0,1,0,0
LNCNEF,0,0,0,0,0,0
FOXA2,0,0,0,0,0,0
LINC00261,0,0,0,0,0,0
LOC105372564,0,4,0,0,0,0
LOC105372563,0,0,0,0,0,0
LOC105372562,0,0,0,0,0,0
LOC284788,0,0,0,0,0,0
LINC01427,0,0,0,0,0,0
LOC105372561,0,0,0,0,0,0
LOC105372560,0,0,0,0,0,0
LINC01432,48,0,0,0,0,0
RPL41P1,17,1,6,8,3,0
SLC25A6P1,0,0,0,0,0,0
PAX1,0,0,0,0,0,0
LINC01726,0,0,0,0,0,0
LINC01727,0,0,0,0,0,0
LOC124904961,0,0,0,0,0,0
NKX2-2,0,0,0,0,0,0
GSTM3P1,0,0,0,0,0,0
LOC112268271,0,0,0,0,0,0
LOC100421362,0,0,0,0,0,0
RN7SKP140,0,0,0,0,0,0
LOC105372558,0,0,0,0,0,0
NKX2-4,0,0,0,0,0,0
XRN2,2074,761,7341,2281,2106,1175
ZNF877P,0,0,0,0,0,0
KIZ-AS1,0,0,0,0,0,0
RPS15AP1,110,78,124,22,141,48
RNA5SP477,0,0,0,0,0,0
KIZ,1,89,258,1,716,1
RPL24P2,2,1,5,0,5,4
LINC00237,0,0,0,0,0,0
MRPS11P1,0,0,0,0,0,0
RN7SL607P,0,0,0,0,0,0
LOC105372555,0,0,0,0,0,0
LLPHP1,0,0,0,0,0,0
EIF4E2P1,0,0,0,0,0,0
RALGAPA2,1,0,209,1,0,93
INSM1,0,0,0,0,0,0
RN7SL690P,0,0,0,0,0,0
CFAP61-AS1,0,0,0,0,0,0
RPL17P1,0,0,0,0,0,0
LOC105372554,0,0,0,0,0,0
LOC124904880,1,0,0,0,0,0
CFAP61,0,0,0,0,0,0
CRNKL1,496,281,1088,206,124,579
NAA20,496,678,347,101,1140,1254
RPL12P12,14,11,10,6,6,9
LOC100421663,0,0,0,0,0,0
RIN2,32,1,29,26,0,145
SLC24A3-AS1,0,0,0,0,0,0
LOC124904879,0,0,0,0,0,0
SLC24A3,0,0,0,0,0,0
LOC101929547,0,0,0,0,0,0
LOC107985442,15,0,0,1,2,42
LOC102724734,14,0,0,0,0,7
SCP2D1,0,0,0,0,0,0
SCP2D1-AS1,0,0,0,0,0,0
LCDR,0,0,0,0,0,0
LINC00652,0,0,0,0,0,0
EEF1A1P34,0,0,0,0,0,0
DTD1-AS1,0,0,0,0,0,4
DUXAP7,0,0,0,0,0,1
RNU6ATAC34P,0,0,0,0,0,0
LOC124904973,0,0,0,0,0,0
RN7SL638P,0,0,0,0,0,0
DTD1,131,0,369,0,168,591
LOC124904878,0,0,0,1,0,0
SMIM26,0,1,68,0,0,0
SEC23B,179,0,0,584,1,0
RPS19P1,4,0,3,11,0,1
RBBP9,0,0,0,0,0,0
RPL21P3,2,0,1,0,0,0
MIR3192,0,0,0,0,0,0
POLR3F,82,0,1,117,0,0
RNA5SP476,0,5,0,0,0,3
GCNT1P1,0,0,0,0,0,0
LOC124904877,0,0,0,0,0,0
DZANK1,540,127,551,1128,47,633
LINC00851,0,11,0,0,0,0
LOC107985418,0,0,0,1,0,0
LOC124904978,0,0,0,0,0,0
RNY4P11,0,0,0,0,0,0
ZNF133-AS1,0,0,0,0,0,0
RN7SKP74,0,0,0,0,0,0
ZNF133,82,74,190,70,1,0
LOC105372551,0,0,0,0,0,0
LOC124904876,0,0,0,0,0,0
RNU2-56P,0,0,0,0,0,0
RN7SL14P,0,0,0,0,0,0
GGCTP2,0,0,0,0,0,0
PET117,0,1,0,3,0,0
KAT14,0,29,131,30,0,22
RNU7-137P,0,0,0,0,0,0
RPL15P1,0,0,2,0,0,0
OVOL2,0,0,0,0,0,0
PTMAP3,0,0,0,0,0,0
MGME1,672,714,1441,2097,884,81
SNORD17,0,50,6,0,0,0
SNX5,1225,3001,2261,549,3342,894
RNU6-192P,0,0,0,0,0,0
LOC105372548,0,0,0,0,0,0
LOC105372547,0,0,0,0,0,0
BANF2,0,0,0,0,0,0
RRBP1,2958,2923,3456,2446,571,1147
LOC100286962,0,0,0,0,0,0
RN7SKP69,5,0,0,0,1,1
DSTN,6143,7167,9913,1333,7837,7046
RPS27AP2,4,2,7,2,4,0
BFSP1,0,0,14,6,0,11
DYNLT3P1,0,42,0,0,0,0
LOC105372546,0,0,0,0,0,0
PCSK2,0,0,0,1,0,0
LOC105372545,0,0,0,0,0,0
RNU1-131P,0,0,0,0,0,0
RNU6-27P,0,0,0,0,0,0
LOC105372544,0,0,0,0,0,0
LOC124904984,0,0,0,0,0,0
OTOR,0,0,0,1,0,0
SNRPB2,2757,2873,8115,5671,4560,2882
RPL7AP13,0,0,0,0,0,0
LOC105372542,0,0,0,0,0,0
LOC105372541,0,0,0,0,0,0
RPLP0P1,0,0,0,0,0,0
LOC124904875,1,6,61,0,0,0
KIF16B,399,512,655,0,68,428
PPIAP17,0,0,0,0,0,0
LOC124904874,0,0,0,0,0,0
LOC613266,0,0,0,0,0,0
ENSAP1,0,0,0,0,0,2
RNA5SP475,0,0,0,0,0,0
RNU6-115P,0,0,0,0,0,0
RNU6-1159P,0,0,0,0,0,0
MACROD2-AS1,0,0,0,0,0,0
RPS10P2,1,4,10,4,14,7
MACROD2-IT1,0,0,0,0,0,0
RNF11P2,0,0,0,0,0,0
LOC124904873,0,0,0,0,0,0
RNU6-228P,3,0,7,9,0,0
FLRT3,0,0,0,0,0,0
RN7SL864P,0,0,0,0,0,0
AIMP1P1,0,0,0,0,0,0
RPS3P1,0,0,0,0,0,0
MACROD2,339,275,640,242,191,5
TRE-CTC10-1,0,0,0,0,0,0
RNU6-278P,0,0,0,0,0,0
SEL1L2,23,0,0,0,0,0
NDUFAF5,0,112,147,0,0,0
ESF1,4392,3096,6482,1601,3905,3634
MRPS36P6,0,0,0,0,0,0
GAPDHP2,0,0,1,0,0,0
LOC124904872,0,0,0,0,0,0
ISM1-AS1,0,0,0,0,0,0
ISM1,0,0,0,18,0,0
TASP1,330,1046,1013,109,640,328
LOC100420611,0,0,3,0,0,0
SPTLC3,0,1,0,0,0,0
LINC01723,0,0,0,0,0,0
LOC105372535,0,2,0,0,0,0
LOC102606466,0,0,0,0,0,0
LINC01722,0,0,0,0,0,0
LOC105372532,0,0,170,0,0,0
LOC124904871,0,0,0,0,0,0
LOC107985407,0,0,0,0,0,0
PA2G4P2,3,2,5,2,1,0
LOC124904870,0,0,0,0,0,0
LOC107985406,0,0,0,0,0,0
LOC124904869,0,0,0,0,0,0
BTBD3,99,92,127,58,183,3
LOC100192388,0,0,0,0,1,0
RN7SKP111,0,0,0,0,0,2
LINC00687,0,0,0,0,0,0
LOC105372530,0,0,0,0,0,0
LOC107985384,0,0,0,0,0,0
PGAM3P,0,40,0,0,0,0
LIN28AP3,0,0,0,0,0,0
RPS11P1,0,0,0,0,1,0
LOC105372529,0,0,0,0,0,0
LOC339593,0,0,0,0,0,0
LOC124904960,0,0,0,0,0,0
LOC105372528,0,0,0,0,0,0
LOC105372527,0,0,0,0,0,0
LINC02871,70,19,0,0,0,0
FAT1P1,0,0,0,0,0,0
LOC101929413,0,0,0,0,0,0
LOC107985398,0,0,0,0,0,0
LINC01752,0,0,0,0,0,0
MIR6870,0,0,0,0,0,0
JAG1,371,442,1574,3823,1827,1145
LOC100421490,54,18,200,55,4,19
SLX4IP,1177,1383,513,643,1112,576
MKKS,99,1,181,0,179,0
SDAD1P2,3,1,7,1,3,7
RPL23AP6,0,0,0,0,0,0
HIGD1AP15,0,1,1,3,0,2
SNAP25,0,0,0,0,0,0
LOC124904959,0,0,0,0,0,0
LOC105372524,0,0,0,0,0,0
ANKEF1,0,0,0,1,0,3
SNAP25-AS1,0,0,0,0,0,0
PARAL1,0,0,0,0,0,0
LOC101929348,0,0,0,13,0,0
LOC105372523,0,0,0,0,0,0
PAK5,88,11,36,261,9,0
LAMP5,0,0,0,0,0,0
LAMP5-AS1,0,0,0,0,0,0
PLCB4,0,0,0,0,0,0
LOC105372522,61,0,0,0,0,0
RNU105B,0,0,0,0,0,0
LOC105372521,0,0,0,0,0,0
LOC124904868,0,0,0,0,0,0
LOC124904867,0,1,0,0,0,0
LOC124900459,131,97,29,201,0,37
PLCB1-IT1,0,0,0,0,0,0
PLCB1,1544,2024,3772,2460,4701,4675
PHKBP1,0,0,0,0,1,0
TMX4-AS1,1,1,0,0,0,0
TMX4,852,2444,1740,1703,2486,929
HAO1,0,0,0,0,0,0
SRSF10P2,0,0,0,0,0,0
LOC105372518,0,1,0,0,0,44
RN7SL547P,0,0,0,0,0,0
MIR8062,0,0,0,0,0,0
LINC01706,0,0,0,0,1,0
LINC01751,0,0,0,0,0,0
LINC01428,0,54,176,60,2,0
BMP2,0,0,0,0,0,2
LOC105372517,0,0,0,0,0,0
LINC01713,0,0,0,0,0,0
CASC20,0,0,0,0,0,0
LOC124904866,0,0,0,0,0,0
FGFR3P3,0,0,0,0,0,0
LOC149844,20,10,13,1,20,2
TARDBPP1,2,2,0,0,0,0
FERMT1,21,45,34,0,0,1
LOC124904865,0,0,0,0,0,0
LRRN4,325,0,79,9,1,0
CRLS1,1740,1111,2182,632,2303,1778
RN7SL498P,0,0,0,0,0,0
MCM8-AS1,0,0,0,0,0,0
MCM8,87,250,215,426,45,4
TRMT6,5277,5857,7212,2871,913,2476
